Polyref	CX	CY	Type	Area	Country Designation
11999	5161	1830	0	59	-1
12000	5772	1820	57	5	-1
12001	5856	1832	40	1324	-1
12002	1457	1819	1	1	-1
12003	2658	1822	57	18	-1
12004	4599	1851	11	107	-1
12005	4904	1826	40	74	-1
12006	4918	1819	1	1	-1
12007	4925	1819	1	1	-1
12008	1459	1820	1	2	-1
12009	4158	1820	32	1	-1
12010	4208	1827	44	193	-1
12011	4723	1820	57	1	-1
12012	4786	1821	12	2	-1
12013	1462	1821	1	1	-1
12014	1824	1892	0	1733	-1
12015	3771	1822	45	9	-1
12016	5164	1829	40	28	-1
12017	5169	1829	57	106	-1
12018	798	1856	12	325	-1
12019	1464	1822	1	2	-1
12020	3833	1822	57	1	-1
12021	4159	1822	32	1	-1
12022	4294	1822	32	1	-1
12023	800	1855	52	225	-1
12024	802	1854	12	311	-1
12025	1452	1825	1	12	-1
12026	1467	1823	1	1	-1
12027	1645	1847	50	419	-1
12028	2380	1844	57	53	-1
12029	2543	1826	57	5	-1
12030	4292	1823	32	1	-1
12031	292	1882	32	7749	-1
12032	1469	1824	1	2	-1
12033	4288	1825	32	5	-1
12034	4349	1831	32	45	-1
12035	4724	1825	40	2	-1
12036	4921	1824	1	1	-1
12037	6060	1827	57	7	-1
12038	734	1825	16	1	3
12039	1472	1825	1	4	-1
12040	3728	1830	17	33	3
12041	5602	1828	57	6	-1
12042	5606	1829	57	8	-1
12043	829	1855	16	1792	3
12044	4724	1826	57	1	-1
12045	5028	1851	57	1203	-1
12046	1477	1827	1	1	-1
12047	1664	1864	26	2708	-1
12048	3834	1828	57	2	-1
12049	4162	1827	32	1	-1
12050	4284	1827	32	1	-1
12051	1460	1828	1	4	-1
12052	1481	1829	1	8	-1
12053	1558	1845	0	214	-1
12054	2756	1828	32	1	-1
12055	4282	1828	32	1	-1
12056	2439	1839	32	153	-1
12057	3204	1829	57	1	-1
12058	4279	1829	32	3	-1
12059	4994	1829	23	1	-1
12060	5008	1829	40	28	-1
12061	5026	1852	40	94	-1
12062	1465	1830	1	4	-1
12063	2447	1831	57	15	-1
12064	4911	1857	24	1104	0
12065	4922	1834	1	31	-1
12066	5005	1857	20	1463	-1
12067	5771	1832	57	4	-1
12068	2683	1831	57	1	-1
12069	4725	1832	40	2	-1
12070	4759	1838	44	193	-1
12071	1472	1833	1	6	-1
12072	1489	1833	1	4	-1
12073	1644	1844	26	87	-1
12074	2445	1835	17	20	3
12075	6712	1832	57	1	-1
12076	1605	1833	40	1	-1
12077	2343	1833	17	1	3
12078	2669	1865	57	480	-1
12079	3835	1834	57	2	-1
12080	4030	1833	57	1	-1
12081	5601	1837	57	8	-1
12082	3719	1836	17	4	3
12083	4271	1834	32	1	-1
12084	5137	1852	0	158	-1
12085	5605	1838	57	9	-1
12086	6728	1834	11	1	-1
12087	1477	1835	1	1	-1
12088	1493	1835	1	1	-1
12089	2341	1836	17	2	3
12090	4922	1837	20	32	-1
12091	1479	1836	1	1	-1
12092	1495	1836	1	1	-1
12093	1612	1843	40	79	-1
12094	2149	1843	44	193	-1
12095	4883	1839	20	8	-1
12096	4955	1843	24	206	0
12097	5168	1843	44	193	-1
12098	6729	1837	11	2	-1
12099	1481	1837	1	3	-1
12100	1497	1837	1	1	-1
12101	2330	1844	57	32	-1
12102	5368	1837	57	1	-1
12103	1499	1838	1	1	-1
12104	3202	1838	57	1	-1
12105	4031	1838	57	1	-1
12106	1163	1864	11	945	-1
12107	1485	1839	1	1	-1
12108	1501	1839	1	1	-1
12109	1589	1846	24	57	0
12110	3836	1840	57	3	-1
12111	5040	1846	44	193	-1
12112	6062	1839	57	1	-1
12113	6731	1842	11	11	-1
12114	1492	1843	1	12	-1
12115	1504	1841	1	2	-1
12116	1730	1847	44	193	-1
12117	2381	1842	32	2	-1
12118	2768	1842	32	5	-1
12119	4336	1841	32	1	-1
12120	4791	1860	12	53	-1
12121	4935	1841	1	1	-1
12122	6715	1841	11	1	-1
12123	1506	1842	1	1	-1
12124	1571	1849	24	57	0
12125	4891	1859	0	533	-1
12126	5597	1873	57	61	-1
12127	5770	1844	57	4	-1
12128	1509	1844	1	2	-1
12129	3265	1843	32	1	-1
12130	4032	1843	57	1	-1
12131	4335	1843	32	1	-1
12132	4926	1845	20	31	-1
12133	850	1969	12	2545	-1
12134	1880	1876	12	556	-1
12135	3268	1844	32	1	-1
12136	3713	1844	17	1	3
12137	3842	1889	57	155	-1
12138	5602	1868	57	59	-1
12139	1511	1845	1	1	-1
12140	3271	1845	32	2	-1
12141	4272	1845	32	1	-1
12142	4880	1872	20	1433	-1
12143	5887	1848	40	6	-1
12144	849	1970	52	3408	-1
12145	1514	1847	1	2	-1
12146	1877	1863	26	1482	-1
12147	3274	1846	32	2	-1
12148	3712	1871	17	119	3
12149	4927	1848	1	42	-1
12150	5367	1846	57	1	-1
12151	6717	1846	11	1	-1
12152	71	1864	12	396	-1
12153	1501	1848	1	4	-1
12154	3277	1847	32	2	-1
12155	773	2274	12	2579	-1
12156	325	1878	11	335	-1
12157	1517	1849	1	2	-1
12158	4938	1848	1	1	-1
12159	5805	1868	20	2526	-1
12160	3026	1854	1	11	-1
12161	5170	1851	57	21	-1
12162	6718	1849	11	1	-1
12163	59	1855	32	112	-1
12164	90	1854	32	346	-1
12165	1508	1852	1	7	-1
12166	1519	1850	1	1	-1
12167	4300	1850	32	1	-1
12168	4310	1850	32	3	-1
12169	4332	1850	32	1	-1
12170	4928	1854	20	80	-1
12171	4939	1850	1	1	-1
12172	5165	1851	40	7	-1
12173	6733	1881	20	628	-1
12174	1071	1935	32	9286	-1
12175	1522	1852	1	2	-1
12176	5887	1854	57	6	-1
12177	6719	1851	57	1	-1
12178	6721	1851	57	1	-1
12179	1587	1855	24	36	0
12180	1854	1868	32	338	-1
12181	2812	1855	32	67	-1
12182	4308	1858	32	15	-1
12183	4933	1852	1	1	-1
12184	4940	1852	1	1	-1
12185	6068	1857	57	18	-1
12186	6068	1853	50	7	-1
12187	1525	1854	1	4	-1
12188	1929	1860	44	193	-1
12189	2315	1853	17	1	3
12190	2557	1853	57	1	-1
12191	4183	1859	32	23	-1
12192	4885	1857	24	25	0
12193	5116	1853	57	1	-1
12194	4934	1854	1	1	-1
12195	4941	1854	1	1	-1
12196	5013	1859	24	176	0
12197	5366	1855	57	3	-1
12198	5769	1856	57	4	-1
12199	5778	1854	57	1	-1
12200	5886	1856	40	5	-1
12201	8680	1879	4	2166	-1
12202	1516	1857	1	7	-1
12203	5126	1855	20	1	-1
12204	1082	1862	24	113	1
12205	1530	1857	1	2	-1
12206	2559	1856	57	1	-1
12207	4932	1858	1	29	-1
12208	4942	1857	1	4	-1
12209	5160	1856	1	15	-1
12210	1611	1865	24	131	0
12211	4035	1857	57	1	-1
12212	5174	1857	1	10	-1
12213	6732	1861	24	68	1
12214	1133	1859	32	3	-1
12215	1533	1859	1	4	-1
12216	1539	1858	40	1	-1
12217	3033	1858	1	1	-1
12218	4329	1862	32	14	-1
12219	5186	1858	1	9	-1
12220	2561	1859	57	1	-1
12221	4809	1874	0	151	-1
12222	5197	1859	1	9	-1
12223	5886	1862	57	7	-1
12224	1006	2023	52	2139	-1
12225	1522	1861	1	4	-1
12226	4935	1869	20	190	-1
12227	5109	1860	1	2	-1
12228	5208	1860	1	9	-1
12229	5849	1864	24	38	1
12230	16	1861	16	366	3
12231	45	1890	16	2818	3
12232	900	1875	12	117	-1
12233	1538	1862	1	2	-1
12234	3301	1964	10	18909	-1
12235	4944	1862	1	2	-1
12236	5067	1866	44	125	-1
12237	5106	1861	1	3	-1
12238	5166	1926	21	961	-1
12239	5140	1861	1	14	-1
12240	5219	1861	1	9	-1
12241	5777	1862	57	3	-1
12242	896	1879	32	309	-1
12243	2361	1865	17	192	3
12244	3028	1863	1	3	-1
12245	4036	1862	57	1	-1
12246	4791	1868	40	12	-1
12247	4978	1873	20	23	-1
12248	5101	1862	1	2	-1
12249	5123	1863	1	11	-1
12250	5371	2039	0	3454	-1
12251	5157	1862	1	15	-1
12252	5230	1862	1	9	-1
12253	5365	1862	57	1	-1
12254	1527	1864	1	2	-1
12255	1541	1864	1	4	-1
12256	5097	1863	1	3	-1
12257	5171	1863	1	10	-1
12258	5241	1863	1	9	-1
12259	5885	1865	40	4	-1
12260	2102	1919	12	867	-1
12261	2218	1879	1	30	-1
12262	2503	1883	17	3068	3
12263	2547	1897	57	149	-1
12264	2864	1918	16	8957	3
12265	3324	1864	11	2	-1
12266	4323	1866	32	17	-1
12267	4945	1865	1	2	-1
12268	5000	1871	24	135	0
12269	5093	1864	1	3	-1
12270	5149	1871	44	193	-1
12271	5182	1864	1	10	-1
12272	5294	1868	1	87	-1
12273	1125	1866	32	2	-1
12274	1530	1866	1	4	-1
12275	2523	1865	17	8	3
12276	2428	1904	21	1449	-1
12277	3327	1865	11	1	-1
12278	5089	1865	1	3	-1
12279	5116	1865	1	2	-1
12280	5193	1865	1	10	-1
12281	5768	1867	57	4	-1
12282	1546	1867	1	2	-1
12283	2073	1945	52	743	-1
12284	2340	1869	57	11	-1
12285	2495	1866	17	15	3
12286	3309	1867	32	3	-1
12287	3330	1866	11	1	-1
12288	5085	1866	1	3	-1
12289	5113	1866	1	2	-1
12290	5155	2008	6	31064	-1
12291	5134	1876	57	29	-1
12292	5141	1868	57	8	-1
12293	5158	1866	57	6	-1
12294	5179	1867	22	35	-1
12295	5204	1866	1	10	-1
12296	2359	1923	16	3690	3
12297	3034	1867	1	1	-1
12298	3333	1867	32	1	-1
12299	4037	1867	57	1	-1
12300	4302	1867	32	1	-1
12301	4946	1867	1	1	-1
12302	5081	1867	1	3	-1
12303	5093	1871	1	32	-1
12304	5356	1960	6	50479	-1
12305	5171	1867	57	4	-1
12306	5215	1867	1	10	-1
12307	5656	1867	57	2	-1
12308	5660	1867	40	5	-1
12309	5884	1879	57	46	-1
12310	1535	1869	1	2	-1
12311	1549	1869	1	2	-1
12312	1585	1870	24	181	0
12313	3336	1868	32	1	-1
12314	5077	1868	1	3	-1
12315	5184	1868	57	1	-1
12316	5226	1868	1	10	-1
12317	5656	1880	0	126	-1
12318	5668	1868	40	14	-1
12319	3339	1869	32	1	-1
12320	4308	1877	32	27	-1
12321	4947	1870	1	2	-1
12322	5057	1869	22	6	-1
12323	5072	1869	1	4	-1
12324	5201	1869	22	8	-1
12325	5237	1869	1	9	-1
12326	5666	1871	24	36	1
12327	5692	1878	0	183	-1
12328	5681	1869	40	4	-1
12329	5776	1871	57	5	-1
12330	415	2029	32	12659	-1
12331	1540	1872	1	7	-1
12332	1551	1870	1	1	-1
12333	2483	1872	0	153	-1
12334	3307	1870	32	1	-1
12335	5052	1870	22	1	-1
12336	5025	1853	0	268	-1
12337	5068	1870	1	3	-1
12338	5213	1870	22	4	-1
12339	5247	1870	1	8	-1
12340	5655	1871	57	3	-1
12341	5691	1870	40	2	-1
12342	5693	1870	57	1	-1
12343	1532	1908	57	3671	-1
12344	1554	1872	1	2	-1
12345	1620	1878	44	193	-1
12346	3029	1871	1	1	-1
12347	3346	1871	32	1	-1
12348	4793	1878	44	193	-1
12349	4838	1896	20	1891	-1
12350	5064	1871	1	3	-1
12351	5258	1871	1	9	-1
12352	5884	1873	40	4	-1
12353	1739	1878	26	5735	-1
12354	3306	1872	11	1	-1
12355	3349	1872	32	1	-1
12356	4038	1872	57	1	-1
12357	4299	1872	32	1	-1
12358	5060	1872	1	3	-1
12359	5268	1872	1	8	-1
12360	5338	1872	1	10	-1
12361	5674	1888	20	827	-1
12362	981	1942	32	10594	-1
12363	1557	1874	1	2	-1
12364	2315	1878	17	10	3
12365	3305	1873	32	1	-1
12366	3352	1873	32	1	-1
12367	4932	1877	1	44	-1
12368	4959	1884	1	86	-1
12369	5056	1873	1	3	-1
12370	5279	1873	1	9	-1
12371	5349	1873	1	10	-1
12372	5852	1878	24	515	1
12373	1627	1874	4	1	-1
12374	2960	1900	20	4225	-1
12375	3356	1874	32	1	-1
12376	4729	1874	57	3	-1
12377	5047	1875	1	12	-1
12378	5290	1874	1	9	-1
12379	5360	1874	1	10	-1
12380	1548	1877	1	7	-1
12381	1559	1875	1	1	-1
12382	2443	1878	10	11	-1
12383	3304	1875	32	1	-1
12384	3359	1875	32	1	-1
12385	4297	1875	32	1	-1
12386	4723	1875	57	4	-1
12387	4724	1876	40	24	-1
12388	5068	1877	1	20	-1
12389	5421	1886	1	311	-1
12390	5372	1875	1	9	-1
12391	5679	1878	24	64	1
12392	1562	1877	1	2	-1
12393	3362	1876	32	1	-1
12394	4716	1876	57	4	-1
12395	4920	1882	20	175	-1
12396	5382	1876	1	8	-1
12397	5775	1878	57	5	-1
12398	6084	1883	44	193	-1
12399	3303	1877	32	1	-1
12400	3365	1877	32	1	-1
12401	4200	1878	32	2	-1
12402	4296	1877	32	1	-1
12403	4709	1877	57	3	-1
12404	5039	1877	1	3	-1
12405	5393	1877	1	8	-1
12406	5767	1879	57	4	-1
12407	1565	1879	1	2	-1
12408	3368	1878	32	2	-1
12409	4702	1878	57	3	-1
12410	4706	1878	40	5	-1
12411	5022	1881	1	25	-1
12412	5166	1913	57	726	-1
12413	5404	1878	1	6	-1
12414	3371	1879	32	2	-1
12415	4293	1882	32	8	-1
12416	4695	1879	57	3	-1
12417	4697	1879	40	2	-1
12418	4907	1880	20	2	-1
12419	5415	1879	1	6	-1
12420	1556	1882	1	7	-1
12421	1567	1880	1	1	-1
12422	2522	1922	32	4161	-1
12423	3301	1880	32	1	-1
12424	3374	1880	32	2	-1
12425	4687	1880	57	1	-1
12426	4808	1891	12	41	-1
12427	5056	1880	1	3	-1
12428	5311	1880	57	1	-1
12429	5312	1880	22	2	-1
12430	5425	1880	1	6	-1
12431	5654	1880	57	1	-1
12432	5695	1881	57	2	-1
12433	5883	1881	40	3	-1
12434	1570	1882	1	2	-1
12435	3357	1998	32	1367	-1
12436	5052	1881	1	3	-1
12437	5320	1881	57	4	-1
12438	5323	1881	22	1	-1
12439	5436	1881	1	6	-1
12440	1113	1889	44	193	-1
12441	3300	1882	32	1	-1
12442	4603	1882	32	1	-1
12443	4673	1882	57	2	-1
12444	4671	1883	40	10	-1
12445	5039	1884	1	16	-1
12446	5332	1882	57	3	-1
12447	5334	1882	22	1	-1
12448	5369	1882	22	1	-1
12449	5447	1882	1	5	-1
12450	1573	1884	1	2	-1
12451	3227	1884	11	3	-1
12452	4666	1883	57	2	-1
12453	4621	1902	20	1944	-1
12454	4817	1887	24	46	1
12455	5343	1883	57	1	-1
12456	5344	1883	22	1	-1
12457	5380	1883	22	1	-1
12458	5458	1883	1	5	-1
12459	3589	1900	20	163	-1
12460	4658	1884	57	2	-1
12461	4663	1884	40	7	-1
12462	4928	1884	1	1	-1
12463	4959	1892	1	86	-1
12464	4993	1887	1	20	-1
12465	5008	1884	1	4	-1
12466	5354	1884	57	1	-1
12467	5355	1884	22	1	-1
12468	5391	1884	22	3	-1
12469	5468	1884	1	5	-1
12470	1564	1887	1	7	-1
12471	1576	1886	1	4	-1
12472	4604	1886	32	2	-1
12473	4651	1885	57	3	-1
12474	4655	1885	40	5	-1
12475	4747	1904	0	407	-1
12476	4794	1891	12	27	-1
12477	4923	1886	1	4	-1
12478	5004	1885	1	3	-1
12479	5403	1885	22	3	-1
12480	5478	1885	1	6	-1
12481	2316	1891	17	11	3
12482	3227	1886	32	1	-1
12483	4643	1886	57	4	-1
12484	4647	1886	40	4	-1
12485	4793	1889	40	20	-1
12486	5000	1886	1	3	-1
12487	5031	1886	1	3	-1
12488	5301	1957	0	441	-1
12489	5413	1886	22	2	-1
12490	5489	1886	1	7	-1
12491	3073	1900	17	83	3
12492	3082	1949	57	735	-1
12493	3226	1888	11	2	-1
12494	3297	1887	32	1	-1
12495	4330	1888	32	4	-1
12496	4635	1887	57	4	-1
12497	4639	1887	40	3	-1
12498	4918	1888	1	6	-1
12499	4937	1887	1	2	-1
12500	4937	1888	12	9	-1
12501	4919	1896	52	72	-1
12502	4968	1898	0	101	-1
12503	5022	1888	1	8	-1
12504	5425	1887	22	1	-1
12505	5499	1887	1	9	-1
12506	5653	1888	57	2	-1
12507	1581	1889	1	2	-1
12508	4297	1888	32	4	-1
12509	4629	1888	57	6	-1
12510	4809	1896	40	19	-1
12511	4935	1888	1	1	-1
12512	4812	2000	12	773	-1
12513	5062	1970	0	1789	-1
12514	5027	1889	22	6	-1
12515	5141	1888	57	1	-1
12516	5530	1890	1	63	-1
12517	1829	1893	50	70	-1
12518	3221	1912	32	66	-1
12519	4458	1913	32	3317	-1
12520	4621	1889	57	4	-1
12521	4652	1892	24	74	1
12522	4930	1890	1	4	-1
12523	4948	1889	40	8	-1
12524	5001	1893	1	51	-1
12525	5659	1896	24	81	1
12526	5766	1891	57	4	-1
12527	5882	1890	40	2	-1
12528	1570	1891	1	2	-1
12529	1584	1891	1	2	-1
12530	4944	1890	57	2	-1
12531	5013	1893	22	28	-1
12532	5142	1890	57	1	-1
12533	5853	1913	20	1945	-1
12534	917	1920	12	364	-1
12535	2436	1894	32	12	-1
12536	2663	1898	44	193	-1
12537	3225	1891	11	1	-1
12538	4665	1903	24	147	1
12539	4907	1892	20	5	-1
12540	4928	1891	1	1	-1
12541	4929	1891	12	1	-1
12542	4895	2041	6	35463	-1
12543	4952	1891	57	1	-1
12544	4953	1891	40	1	-1
12545	4977	1892	20	3	-1
12546	5030	1900	57	25	-1
12547	6755	1959	57	1571	-1
12548	1575	1894	1	7	-1
12549	1586	1892	1	1	-1
12550	3609	1896	20	73	-1
12551	4875	1838	16	2496	3
12552	4923	1893	1	6	-1
12553	4954	1892	57	1	-1
12554	4955	1892	40	1	-1
12555	5019	1929	57	1941	-1
12556	5144	1893	57	2	-1
12557	5383	1963	0	432	-1
12558	5656	1895	20	6	-1
12559	5970	1902	0	597	-1
12560	5892	1892	57	3	-1
12561	891	1940	32	4807	-1
12562	1589	1894	1	2	-1
12563	1865	1974	6	19904	-1
12564	1868	1895	32	17	-1
12565	4904	1895	1	8	-1
12566	4960	1895	57	14	-1
12567	5594	1894	22	6	-1
12568	5599	1894	22	7	-1
12569	5652	1894	57	3	-1
12570	5696	1895	57	4	-1
12571	5901	1893	57	2	-1
12572	3533	1895	45	9	-1
12573	5572	1894	1	9	-1
12574	5910	1894	57	2	-1
12575	1592	1896	1	2	-1
12576	2318	1909	57	45	-1
12577	3608	1909	24	323	1
12578	4919	1895	1	1	-1
12579	5145	1895	57	1	-1
12580	5582	1895	1	9	-1
12581	5678	1899	24	143	1
12582	5920	1895	57	2	-1
12583	1801	2001	57	1211	-1
12584	3363	1903	44	193	-1
12585	4640	2003	21	1438	-1
12586	4914	1897	1	7	-1
12587	5592	1896	1	9	-1
12588	5897	1896	57	1	-1
12589	5930	1896	57	1	-1
12590	1581	1898	1	4	-1
12591	1594	1897	1	1	-1
12592	2444	1907	11	73	-1
12593	4992	1899	23	6	-1
12594	5146	1897	57	1	-1
12595	5602	1897	1	20	-1
12596	5939	1897	57	1	-1
12597	1597	1899	1	2	-1
12598	3590	1917	20	982	-1
12599	4899	1898	1	1	-1
12600	1876	1899	32	1	-1
12601	3029	1899	1	1	-1
12602	4522	1924	16	4221	3
12603	4806	1906	44	193	-1
12604	4895	1900	1	4	-1
12605	4966	1906	44	193	-1
12606	5466	1974	0	474	-1
12607	5647	1908	1	217	-1
12608	5622	1899	1	8	-1
12609	5881	1899	40	1	-1
12610	1476	2021	21	2081	-1
12611	1600	1901	1	2	-1
12612	1878	1900	32	1	-1
12613	4909	1900	1	1	-1
12614	5632	1900	1	8	-1
12615	5765	1902	57	4	-1
12616	5881	1903	57	7	-1
12617	1547	1932	17	790	3
12618	2027	1908	44	193	-1
12619	4784	1902	52	12	-1
12620	4893	1901	40	1	-1
12621	4907	1901	1	1	-1
12622	5642	1901	1	8	-1
12623	1603	1903	1	2	-1
12624	2622	1913	57	323	-1
12625	4781	2048	12	880	-1
12626	4890	1903	40	2	-1
12627	4891	1903	1	2	-1
12628	4905	1902	1	1	-1
12629	4996	1906	23	20	-1
12630	5149	1902	57	1	-1
12631	5653	1970	6	22746	-1
12632	5652	1902	1	8	-1
12633	33	1920	32	1116	-1
12634	1594	1906	1	9	-1
12635	3034	1904	1	3	-1
12636	3705	1903	17	1	3
12637	4733	1908	52	98	-1
12638	4903	1903	1	1	-1
12639	5662	1903	1	8	-1
12640	1733	2076	16	77271	3
12641	1606	1905	1	2	-1
12642	3028	1905	1	2	-1
12643	3700	1904	17	2	3
12644	4887	1906	1	5	-1
12645	4900	1905	1	2	-1
12646	5561	1915	57	38	-1
12647	5672	1904	1	8	-1
12648	1095	1906	12	34	-1
12649	3696	1905	17	3	3
12650	4723	2046	6	36645	-1
12651	4885	1907	40	4	-1
12652	5682	1905	1	8	-1
12653	987	1961	12	1414	-1
12654	1577	1914	17	17	3
12655	1608	1906	1	1	-1
12656	3691	1906	17	3	3
12657	4898	1906	1	1	-1
12658	4975	1916	20	177	-1
12659	5692	1906	1	7	-1
12660	1109	1922	26	819	-1
12661	1611	1908	1	2	-1
12662	2186	1912	1	10	-1
12663	3677	1909	17	29	3
12664	4891	1911	1	8	-1
12665	5702	1907	1	7	-1
12666	3027	1909	1	2	-1
12667	4728	1908	12	1	-1
12668	4981	1908	20	1	-1
12669	5712	1908	1	7	-1
12670	5880	1910	40	5	-1
12671	1600	1910	1	2	-1
12672	1614	1910	1	2	-1
12673	3033	1909	1	1	-1
12674	4720	1909	12	3	-1
12675	4881	1911	1	5	-1
12676	5722	1909	1	7	-1
12677	1111	1910	12	2	-1
12678	4711	1910	12	5	-1
12679	4878	1912	40	16	-1
12680	4892	1911	52	2	-1
12681	4923	2077	12	1848	-1
12682	5729	1910	1	5	-1
12683	1125	1912	12	14	-1
12684	1605	1913	1	7	-1
12685	1616	1911	1	1	-1
12686	2298	1952	20	3128	-1
12687	3026	1912	1	2	-1
12688	4702	1911	12	9	-1
12689	5734	1911	1	4	-1
12690	1619	1913	1	2	-1
12691	2940	1934	24	1670	1
12692	3663	1912	17	3	3
12693	3662	1913	57	11	-1
12694	4806	1920	12	35	-1
12695	4845	1920	1	166	-1
12696	4925	2078	52	623	-1
12697	5033	1913	57	3	-1
12698	5750	1916	1	27	-1
12699	5764	1914	57	4	-1
12700	6072	1912	57	9	-1
12701	1764	1920	44	193	-1
12702	3032	1913	1	1	-1
12703	3659	1913	17	2	3
12704	4674	1919	40	694	-1
12705	4685	1913	52	1	-1
12706	4871	1915	20	29	-1
12707	5880	1914	57	3	-1
12708	5982	1938	6	14038	-1
12709	6079	1913	57	2	-1
12710	1087	1915	12	4	-1
12711	1622	1915	1	2	-1
12712	2203	1943	20	2680	-1
12713	2375	1916	32	4	-1
12714	2594	1920	0	294	-1
12715	3025	1914	1	1	-1
12716	3032	1914	16	1	3
12717	3656	1914	17	3	3
12718	4046	1914	57	1	-1
12719	4807	1918	40	31	-1
12720	4885	1916	1	5	-1
12721	4865	1938	52	118	-1
12722	3652	1915	17	2	3
12723	3655	1915	57	3	-1
12724	4704	1918	57	6	-1
12725	4875	1916	1	2	-1
12726	1132	1917	12	2	-1
12727	1613	1918	1	7	-1
12728	1625	1917	1	4	-1
12729	3024	1916	1	1	-1
12730	3031	1916	1	1	-1
12731	3080	1921	24	47	1
12732	3650	1916	17	1	3
12733	3651	1916	57	2	-1
12734	4861	1919	20	14	-1
12735	4999	1917	23	2	-1
12736	5034	1917	57	2	-1
12737	941	1924	44	193	-1
12738	2339	1951	17	119	3
12739	3647	1917	57	2	-1
12740	4635	2013	0	611	-1
12741	3023	1918	1	1	-1
12742	3030	1918	1	1	-1
12743	3644	1918	57	1	-1
12744	4235	1939	0	2666	-1
12745	4872	1918	1	1	-1
12746	5879	1921	40	7	-1
12747	1630	1920	1	2	-1
12748	2616	1919	57	1	-1
12749	4631	2028	57	906	-1
12750	4877	1922	1	6	-1
12751	5041	1936	57	79	-1
12752	2584	1924	57	132	-1
12753	3022	1920	1	1	-1
12754	3029	1920	1	1	-1
12755	4047	1920	57	1	-1
12756	4828	1935	24	312	1
12757	1126	1923	12	5	-1
12758	1619	1922	1	2	-1
12759	1633	1922	1	2	-1
12760	2371	1957	32	135	-1
12761	3021	1922	1	1	-1
12762	3028	1922	1	1	-1
12763	3034	1925	24	33	1
12764	4521	2050	6	46576	-1
12765	4836	1922	20	5	-1
12766	4979	1931	24	188	0
12767	5745	1922	1	4	-1
12768	1624	1925	1	7	-1
12769	1636	1924	1	2	-1
12770	4830	1923	20	5	-1
12771	4864	1937	12	48	-1
12772	4973	1937	0	212	-1
12773	49	1944	11	307	-1
12774	3027	1924	1	1	-1
12775	3063	1952	20	3868	-1
12776	3555	1940	16	542	3
12777	4853	1928	1	105	-1
12778	5750	1924	1	1	-1
12779	5766	1924	1	1	-1
12780	1123	1925	12	1	-1
12781	1638	1925	1	1	-1
12782	2979	1926	20	7	-1
12783	3625	1925	57	1	-1
12784	4048	1930	57	10	-1
12785	5002	1925	23	1	-1
12786	5752	1925	1	1	-1
12787	5771	1927	1	7	-1
12788	1641	1927	1	2	-1
12789	2209	1932	24	140	1
12790	3004	1959	1	104	-1
12791	3623	1926	57	1	-1
12792	4844	1948	20	932	-1
12793	5754	1926	1	1	-1
12794	2321	1928	57	2	-1
12795	3216	1927	32	1	-1
12796	3594	1938	57	142	-1
12797	4361	1964	57	5114	-1
12798	4840	1928	20	45	-1
12799	5756	1927	1	1	-1
12800	5878	1930	40	7	-1
12801	35	1958	32	979	-1
12802	501	1980	16	14717	3
12803	1099	1928	12	2	-1
12804	1630	1929	1	2	-1
12805	1644	1929	1	2	-1
12806	2968	1952	20	1175	-1
12807	2982	1944	21	228	-1
12808	5763	1931	1	9	-1
12809	342	1936	44	193	-1
12810	3010	1939	1	29	-1
12811	264	1931	11	36	-1
12812	1635	1932	1	7	-1
12813	1647	1931	1	4	-1
12814	3022	1930	21	1	-1
12815	5004	1930	23	1	-1
12816	5749	2053	0	1461	-1
12817	5779	1932	1	7	-1
12818	1542	1948	17	35	3
12819	4234	1935	11	225	-1
12820	4816	1935	12	8	-1
12821	53	1996	12	378	-1
12822	1652	1934	1	2	-1
12823	2150	1932	20	1100	-1
12824	2757	1940	44	193	-1
12825	4801	1937	57	9	-1
12826	5005	1933	23	1	-1
12827	4129	1947	57	912	-1
12828	5558	1937	57	6	-1
12829	5769	1935	1	4	-1
12830	25	1995	32	3484	-1
12831	1641	1936	1	2	-1
12832	1655	1936	1	2	-1
12833	4305	1954	20	2756	-1
12834	4981	1939	20	33	-1
12835	5006	1936	23	2	-1
12836	5785	1936	1	4	-1
12837	5857	1942	24	254	1
12838	5877	1939	40	7	-1
12839	1646	1939	1	10	-1
12840	1658	1938	1	2	-1
12841	1754	1958	50	324	-1
12842	2321	1976	40	139	-1
12843	3021	1946	24	73	1
12844	3229	1937	32	1	-1
12845	5774	1938	1	2	-1
12846	2192	1941	24	35	1
12847	4243	1972	16	2484	3
12848	5007	1938	23	1	-1
12849	5793	1941	1	12	-1
12850	1057	2060	12	811	-1
12851	1661	1940	1	2	-1
12852	3044	1960	24	630	1
12853	4478	1939	57	5	-1
12854	5776	1939	1	1	-1
12855	3071	1944	24	111	1
12856	4471	1940	57	3	-1
12857	4987	1941	20	5	-1
12858	5008	1941	23	2	-1
12859	5779	1941	1	2	-1
12860	1663	1941	1	1	-1
12861	3239	1941	32	1	-1
12862	4464	1941	57	2	-1
12863	5557	1943	57	5	-1
12864	1081	2013	32	9400	-1
12865	1666	1943	1	2	-1
12866	2079	1943	20	2	-1
12867	2081	1951	24	257	1
12868	3241	1942	32	1	-1
12869	4988	1942	6	2	-1
12870	5781	1942	1	1	-1
12871	2200	1954	21	133	-1
12872	3244	1943	32	1	-1
12873	4201	1974	57	1664	-1
