Polyref	CX	CY	Type	Area	Country Designation
25056	204	5075	16	2240	3
25057	7165	5104	50	3615	-1
25058	5783	5051	57	2	-1
25059	5248	5051	1	1	-1
25060	8402	5054	32	11	-1
25061	9168	5061	12	143	-1
25062	261	5052	21	1	-1
25063	314	5053	15	5	3
25064	3275	5055	12	17	-1
25065	3281	5054	50	4	-1
25066	296	5055	1	52	-1
25067	5782	5054	57	2	-1
25068	6599	5112	22	215	-1
25069	257	5056	21	2727	-1
25070	1232	4979	12	882	-1
25071	8256	5055	32	1	-1
25072	9205	5057	52	4	-1
25073	264	5056	1	11	-1
25074	5528	5072	12	50	-1
25075	5781	5057	57	6	-1
25076	225	5144	16	15188	3
25077	273	5057	21	3	-1
25078	298	5060	1	63	-1
25079	313	5057	21	3	-1
25080	409	5067	1	284	-1
25081	6590	5072	22	33	-1
25082	8255	5057	32	1	-1
25083	8813	5096	10	5637	-1
25084	8825	5077	0	405	-1
25085	387	5063	15	35	3
25086	4878	5064	44	160	-1
25087	6824	5114	46	636	-1
25088	5136	5060	12	2	-1
25089	5840	5065	57	47	-1
25090	6483	5072	0	411	-1
25091	6829	5065	57	24	-1
25092	6833	5064	46	22	-1
25093	5152	5070	12	60	-1
25094	6374	5061	20	2	-1
25095	6838	5063	50	36	-1
25096	411	5072	1	295	-1
25097	5240	5062	1	1	-1
25098	6378	5066	20	14	-1
25099	8399	5062	32	1	-1
25100	1254	5158	12	778	-1
25101	5779	5064	57	3	-1
25102	6084	5087	12	49	-1
25103	343	5088	57	2768	-1
25104	971	5068	24	170	1
25105	6328	5065	40	3	-1
25106	6356	5072	24	528	1
25107	6433	5064	57	2	-1
25108	401	5065	15	6	3
25109	4856	5120	50	22383	-1
25110	6383	5074	20	38	-1
25111	6392	5069	57	38	-1
25112	6440	5065	57	1	-1
25113	8398	5065	32	1	-1
25114	9170	5060	52	91	-1
25115	410	5066	15	6	3
25116	5237	5066	1	1	-1
25117	5778	5067	6	2	-1
25118	6502	5082	0	428	-1
25119	6839	5066	57	11	-1
25120	6864	5096	12	363	-1
25121	7016	5085	6	7277	-1
25122	8648	5066	11	1	-1
25123	419	5067	15	8	3
25124	5104	5209	4	11455	-1
25125	6836	5074	44	193	-1
25126	8646	5067	11	1	-1
25127	315	5068	1	1	-1
25128	429	5068	15	9	3
25129	5248	5069	1	3	-1
25130	5778	5068	57	1	-1
25131	6327	5069	40	2	-1
25132	6876	5082	50	1644	-1
25133	8250	5068	32	1	-1
25134	8643	5068	11	1	-1
25135	438	5069	15	8	3
25136	6447	5201	6	59133	-1
25137	8641	5069	11	1	-1
25138	448	5070	15	16	3
25139	3239	5071	12	3	-1
25140	5234	5070	1	1	-1
25141	5777	5070	6	1	-1
25142	7122	5092	57	38	-1
25143	8249	5070	32	1	-1
25144	8638	5070	11	1	-1
25145	1428	5088	27	89	-1
25146	3307	5105	50	2283	-1
25147	5197	5078	44	193	-1
25148	5777	5072	57	2	-1
25149	6407	5071	57	6	-1
25150	314	5072	1	1	-1
25151	464	5072	15	6	3
25152	855	5075	24	74	1
25153	5245	5073	1	3	-1
25154	6326	5072	40	1	-1
25155	6415	5072	57	5	-1
25156	8279	5151	32	15824	-1
25157	8633	5072	11	1	-1
25158	9218	5287	8	15583	-1
25159	472	5073	15	4	3
25160	3220	5091	12	75	-1
25161	5231	5074	1	2	-1
25162	5776	5074	6	2	-1
25163	6423	5073	57	5	-1
25164	480	5074	15	3	3
25165	6430	5074	57	4	-1
25166	5228	5076	46	10	-1
25167	5776	5075	57	1	-1
25168	6375	5076	20	2	-1
25169	6438	5075	57	4	-1
25170	8625	5075	11	1	-1
25171	313	5076	1	1	-1
25172	456	5090	57	1301	-1
25173	5153	5172	16	1096	3
25174	5242	5077	1	2	-1
25175	6325	5076	40	1	-1
25176	6446	5076	57	4	-1
25177	376	5096	15	68	3
25178	546	5082	1	148	-1
25179	5229	5077	1	1	-1
25180	5775	5077	6	1	-1
25181	5921	5136	10	1795	-1
25182	6336	5101	4	1467	-1
25183	6383	5077	57	1	-1
25184	6454	5077	57	4	-1
25185	8620	5077	11	1	-1
25186	5466	5078	11	1	-1
25187	5775	5079	57	2	-1
25188	5853	5079	11	6	-1
25189	6374	5079	20	2	-1
25190	6461	5078	57	4	-1
25191	6382	5079	57	1	-1
25192	6469	5079	57	4	-1
25193	8631	5079	11	1	-1
25194	312	5080	1	1	-1
25195	5226	5081	1	2	-1
25196	5239	5081	1	2	-1
25197	5774	5081	6	2	-1
25198	6477	5080	57	5	-1
25199	6740	5111	57	2641	-1
25200	8310	5114	10	3512	-1
25201	8630	5094	11	302	-1
25202	427	5090	15	591	3
25203	5465	5082	11	2	-1
25204	6373	5082	20	2	-1
25205	6381	5081	40	1	-1
25206	6484	5081	57	4	-1
25207	300	5423	16	92097	3
25208	500	5082	21	3	-1
25209	547	5087	1	133	-1
25210	5052	5237	4	3252	-1
25211	5224	5083	46	3	-1
25212	5774	5082	57	1	-1
25213	6492	5082	57	5	-1
25214	6380	5083	57	1	-1
25215	6499	5083	57	6	-1
25216	977	5092	24	426	1
25217	5223	5085	1	2	-1
25218	5237	5084	1	1	-1
25219	5464	5085	11	2	-1
25220	5773	5084	6	1	-1
25221	5855	5084	11	1	-1
25222	6507	5084	57	6	-1
25223	9209	5092	50	16	-1
25224	3222	5090	50	14	-1
25225	5773	5086	57	2	-1
25226	6515	5085	57	7	-1
25227	5221	5087	46	2	-1
25228	6377	5087	20	2	-1
25229	6523	5086	57	7	-1
25230	6586	5086	57	1	-1
25231	5463	5087	11	1	-1
25232	5772	5088	6	2	-1
25233	6083	5090	52	7	-1
25234	6531	5087	57	7	-1
25235	620	5090	1	54	-1
25236	5220	5089	1	2	-1
25237	5234	5088	1	1	-1
25238	6322	5088	57	1	-1
25239	6539	5088	57	7	-1
25240	4820	5094	27	99	-1
25241	4803	5101	12	189	-1
25242	5772	5089	57	1	-1
25243	6359	5090	40	20	-1
25244	6376	5089	20	1	-1
25245	6547	5089	57	8	-1
25246	946	5105	16	814	3
25247	3757	5091	50	3	-1
25248	5218	5091	46	2	-1
25249	6556	5090	57	7	-1
25250	5518	5091	12	1	-1
25251	5771	5091	6	1	-1
25252	6563	5091	57	6	-1
25253	8668	5098	44	193	-1
25254	612	5094	1	64	-1
25255	771	5104	1	465	-1
25256	5217	5093	1	2	-1
25257	5231	5092	1	1	-1
25258	5771	5093	57	2	-1
25259	6357	5100	57	142	-1
25260	6374	5092	20	1	-1
25261	6572	5092	57	5	-1
25262	6579	5093	57	4	-1
25263	6651	5319	1	554	-1
25264	5216	5094	46	1	-1
25265	5770	5094	6	1	-1
25266	6587	5094	22	1	-1
25267	5228	5096	1	2	-1
25268	5770	5096	57	2	-1
25269	6372	5095	57	1	-1
25270	8974	5245	12	3252	-1
25271	641	5096	21	3	-1
25272	770	5109	1	470	-1
25273	5214	5097	1	1	-1
25274	6370	5098	57	2	-1
25275	9041	5167	52	473	-1
25276	661	5143	0	210	-1
25277	3841	5185	50	2118	-1
25278	5213	5098	46	1	-1
25279	5769	5098	6	1	-1
25280	5773	5098	57	1	-1
25281	8862	5117	12	76	-1
25282	8864	5117	52	58	-1
25283	1037	5099	57	1	-1
25284	5225	5100	1	3	-1
25285	5769	5100	57	2	-1
25286	6367	5103	57	7	-1
25287	6854	5131	50	1806	-1
25288	4797	5101	27	2	-1
25289	5211	5101	1	1	-1
25290	5768	5101	6	1	-1
25291	7002	5118	6	7106	-1
25292	9034	5218	6	35259	-1
25293	1036	5102	57	1	-1
25294	4795	5102	27	1	-1
25295	5210	5102	46	1	-1
25296	5768	5103	57	3	-1
25297	6600	5134	57	52	-1
25298	9206	5290	50	2382	-1
25299	4792	5103	27	1	-1
25300	5222	5104	1	3	-1
25301	5340	5111	53	166	-1
25302	6171	5103	57	58	-1
25303	6589	5155	22	325	-1
25304	6700	5186	6	26257	-1
25305	6608	5103	57	1	-1
25306	654	5109	24	112	1
25307	6174	5104	50	4544	-1
25308	6616	5104	57	3	-1
25309	322	5105	17	2	3
25310	1035	5105	57	1	-1
25311	5208	5105	1	1	-1
25312	5767	5105	6	1	-1
25313	6279	5138	10	12034	-1
25314	6624	5105	57	4	-1
25315	331	5107	17	16	3
25316	5207	5106	46	1	-1
25317	5767	5107	57	2	-1
25318	6239	5106	50	5	-1
25319	6633	5106	57	5	-1
25320	1034	5108	57	2	-1
25321	5219	5108	1	3	-1
25322	6107	5107	10	1	-1
25323	6264	5108	50	40	-1
25324	6641	5107	57	7	-1
25325	3203	5108	12	1	-1
25326	5766	5108	6	1	-1
25327	6362	5111	57	9	-1
25328	6658	5109	57	17	-1
25329	344	5109	17	5	3
25330	3201	5110	50	2	-1
25331	5205	5109	1	1	-1
25332	5766	5110	57	3	-1
25333	289	5116	24	196	1
25334	350	5110	17	3	3
25335	1027	5134	57	104	-1
25336	5204	5110	46	1	-1
25337	6011	5117	44	193	-1
25338	6106	5110	10	1	-1
25339	6668	5110	57	7	-1
25340	356	5111	17	2	3
25341	5216	5112	1	3	-1
25342	5765	5112	6	2	-1
25343	6287	5111	50	3	-1
25344	6678	5111	57	4	-1
25345	362	5112	17	2	3
25346	5202	5113	1	2	-1
25347	6689	5112	57	3	-1
25348	8380	5113	32	2	-1
25349	369	5113	17	1	3
25350	5509	5113	12	1	-1
25351	5765	5114	57	2	-1
25352	6699	5113	57	2	-1
25353	642	5118	24	43	1
25354	4938	5208	10	27926	-1
25355	5201	5114	46	1	-1
25356	6105	5114	10	1	-1
25357	6337	5140	50	476	-1
25358	6709	5114	57	2	-1
25359	5213	5116	1	2	-1
25360	5764	5115	6	1	-1
25361	6718	5115	57	5	-1
25362	927	5117	1	23	-1
25363	5199	5117	1	2	-1
25364	5764	5117	57	3	-1
25365	6753	5143	57	543	-1
25366	299	5118	16	2	3
25367	6104	5117	10	1	-1
25368	943	5118	1	2	-1
25369	4753	5119	12	4	-1
25370	5198	5118	46	1	-1
25371	5763	5119	6	2	-1
25372	6358	5118	57	1	-1
25373	952	5119	1	2	-1
25374	5210	5120	1	2	-1
25375	961	5120	1	3	-1
25376	1437	5250	27	2462	-1
25377	4750	5120	12	2	-1
25378	5196	5121	1	2	-1
25379	5763	5121	57	6	-1
25380	6103	5121	10	2	-1
25381	6356	5121	57	2	-1
25382	682	5121	57	9	-1
25383	968	5121	1	3	-1
25384	4748	5121	12	1	-1
25385	7131	5132	57	32	-1
25386	274	5125	24	32	1
25387	975	5122	1	2	-1
25388	4745	5122	12	1	-1
25389	5194	5123	46	2	-1
25390	5762	5122	6	1	-1
25391	929	5123	16	19	3
25392	939	5123	1	1	-1
25393	981	5123	1	4	-1
25394	4743	5123	12	1	-1
25395	5207	5124	1	2	-1
25396	6355	5124	57	2	-1
25397	779	5188	10	17672	-1
25398	979	5131	0	400	-1
25399	943	5124	16	4	3
25400	947	5124	1	3	-1
25401	988	5124	1	10	-1
25402	5193	5125	1	2	-1
25403	6102	5124	10	1	-1
25404	6348	5124	57	1	-1
25405	955	5125	1	3	-1
25406	5406	5152	12	102	-1
25407	5761	5126	6	2	-1
25408	8374	5127	32	6	-1
25409	961	5126	1	4	-1
25410	998	5126	1	3	-1
25411	5191	5127	46	2	-1
25412	6354	5126	57	1	-1
25413	968	5127	1	6	-1
25414	1002	5127	1	2	-1
25415	5204	5128	1	2	-1
25416	5761	5128	57	6	-1
25417	6101	5127	10	1	-1
25418	974	5128	1	4	-1
25419	1006	5128	1	2	-1
25420	5191	5128	1	1	-1
25421	6353	5129	57	2	-1
25422	9144	5135	44	193	-1
25423	980	5129	1	4	-1
25424	1010	5129	1	2	-1
25425	3138	5129	4	1	-1
25426	5189	5130	46	3	-1
25427	5760	5129	6	1	-1
25428	870	5132	24	42	1
25429	983	5130	20	2	-1
25430	986	5130	1	3	-1
25431	1017	5130	1	3	-1
25432	7030	5135	12	1043	-1
25433	989	5131	20	3	-1
25434	992	5131	1	3	-1
25435	1053	5136	50	229	-1
25436	5201	5132	1	2	-1
25437	6100	5131	10	1	-1
25438	6352	5132	57	2	-1
25439	993	5132	20	3	-1
25440	996	5132	1	4	-1
25441	5188	5132	1	1	-1
25442	5759	5133	6	2	-1
25443	7008	5136	52	266	-1
25444	8372	5132	32	1	-1
25445	8803	5156	10	3261	-1
25446	998	5133	20	3	-1
25447	1001	5133	1	3	-1
25448	3136	5133	4	1	-1
25449	5186	5134	46	3	-1
25450	5893	5133	11	1	-1
25451	1002	5134	20	4	-1
25452	1005	5134	1	2	-1
25453	1022	5142	1	18	-1
25454	5759	5135	57	2	-1
25455	6099	5134	10	1	-1
25456	6351	5134	57	1	-1
25457	8371	5134	32	1	-1
25458	989	5166	20	3821	-1
25459	1011	5135	1	3	-1
25460	3135	5135	4	1	-1
25461	5198	5136	1	2	-1
25462	5896	5135	11	1	-1
25463	7129	5142	44	193	-1
25464	1015	5136	1	3	-1
25465	1107	5144	0	540	-1
25466	5185	5136	1	1	-1
25467	5758	5136	6	1	-1
25468	6315	5180	0	228	-1
25469	6997	5150	6	6693	-1
25470	7138	5137	12	19	-1
25471	3134	5137	4	1	-1
25472	5182	5139	46	7	-1
25473	5758	5138	57	2	-1
25474	5900	5138	11	4	-1
25475	6098	5138	10	2	-1
25476	6350	5137	57	1	-1
25477	6867	5137	57	1	-1
25478	7137	5138	52	4	-1
25479	888	5179	57	2523	-1
25480	967	5152	24	271	1
25481	1048	5141	52	55	-1
25482	1031	5139	12	4	-1
25483	3133	5139	4	1	-1
25484	3621	5139	57	9	-1
25485	3755	5230	52	608	-1
25486	5195	5140	1	2	-1
25487	5757	5140	6	2	-1
25488	1079	5145	12	234	-1
25489	1043	5140	12	2	-1
25490	3600	5140	57	8	-1
25491	5182	5140	1	1	-1
25492	5905	5141	11	2	-1
25493	6349	5140	57	1	-1
25494	6861	5155	57	62	-1
25495	178	5176	15	1454	3
25496	1055	5141	12	1	-1
25497	1174	5146	11	347	-1
25498	3132	5142	4	4	-1
25499	3579	5141	57	7	-1
25500	5757	5142	57	2	-1
25501	6097	5141	10	1	-1
25502	1016	5144	1	4	-1
25503	1028	5143	50	3	-1
25504	1105	5142	50	4	-1
25505	3557	5142	57	5	-1
25506	5907	5142	11	1	-1
25507	8987	5252	52	646	-1
25508	1205	5290	10	57949	-1
25509	3535	5143	57	3	-1
25510	5192	5144	1	2	-1
25511	5756	5143	6	1	-1
25512	1084	5144	52	10	-1
25513	3513	5144	57	2	-1
25514	5179	5144	1	1	-1
25515	5756	5145	57	2	-1
25516	6096	5145	10	2	-1
25517	6802	5151	44	193	-1
25518	1096	5145	52	9	-1
25519	5177	5146	46	3	-1
25520	5914	5145	11	1	-1
25521	1108	5146	52	7	-1
25522	3130	5146	4	1	-1
25523	5755	5147	6	2	-1
25524	5918	5146	11	5	-1
25525	7133	5154	57	87	-1
25526	1119	5147	52	7	-1
25527	5189	5148	1	2	-1
25528	6095	5148	10	2	-1
25529	223	5199	57	2172	-1
25530	1131	5148	52	7	-1
25531	3129	5148	4	1	-1
25532	5176	5148	1	1	-1
25533	5755	5148	57	1	-1
25534	5923	5148	11	1	-1
25535	7141	5150	52	6	-1
25536	1021	5151	1	4	-1
25537	1141	5149	52	5	-1
25538	4661	5156	44	193	-1
25539	5174	5150	46	6	-1
25540	1015	5150	1	1	-1
25541	1321	5253	12	980	-1
25542	4849	5227	52	452	-1
25543	4850	5226	12	580	-1
25544	5754	5150	6	1	-1
25545	4714	5161	50	329	-1
25546	5186	5152	1	2	-1
25547	5754	5151	57	1	-1
25548	6094	5151	10	1	-1
25549	1144	5152	50	1	-1
25550	1150	5158	50	24	-1
25551	7798	5159	44	193	-1
25552	1188	5198	11	3414	-1
25553	5753	5154	6	2	-1
25554	1020	5155	1	3	-1
25555	1221	5154	17	2	3
25556	3145	5177	12	82	-1
25557	4786	5294	10	52074	-1
25558	6093	5155	10	2	-1
25559	8608	5154	32	1	-1
25560	1014	5155	1	1	-1
25561	5183	5156	1	2	-1
25562	5169	5157	46	3	-1
25563	5308	5162	53	109	-1
25564	5752	5157	6	1	-1
25565	6092	5158	10	2	-1
25566	1229	5216	16	2442	3
25567	5752	5158	57	1	-1
25568	5962	5183	11	2871	-1
25569	6786	5150	30	274	-1
25570	8764	5165	44	193	-1
25571	1019	5160	1	2	-1
25572	5180	5160	1	2	-1
25573	6178	5166	50	113	-1
25574	6342	5160	50	2	-1
25575	955	5180	24	650	1
25576	1231	5183	17	132	3
25577	1264	5164	57	126	-1
25578	4907	5160	50	1	-1
25579	5166	5161	46	3	-1
25580	5751	5161	6	2	-1
25581	1019	5161	57	1	-1
25582	4905	5161	50	1	-1
25583	6091	5162	10	2	-1
25584	4902	5162	50	2	-1
25585	6310	5195	50	219	-1
25586	1018	5163	1	1	-1
25587	1340	5294	12	1219	-1
25588	4665	5165	50	5	-1
25589	4897	5164	50	4	-1
25590	5177	5164	1	2	-1
25591	6274	5183	12	204	-1
25592	5163	5165	46	2	-1
25593	5750	5164	6	1	-1
25594	6090	5165	10	2	-1
25595	6281	5183	50	512	-1
25596	7149	5266	50	9387	-1
25597	4894	5165	50	2	-1
25598	6274	5185	52	147	-1
25599	1017	5166	1	1	-1
25600	1297	5173	57	169	-1
25601	4891	5166	50	2	-1
25602	6278	5190	12	194	-1
25603	1304	5181	50	71	-1
25604	1372	5265	10	19157	-1
25605	4888	5167	50	2	-1
25606	5174	5168	1	2	-1
25607	5178	5167	11	1	-1
25608	5749	5167	6	1	-1
25609	6089	5168	10	3	-1
25610	6142	5170	50	95	-1
25611	6819	5167	50	1	-1
25612	4886	5168	50	1	-1
25613	5160	5169	46	2	-1
25614	6320	5174	50	33	-1
25615	6888	5229	50	3694	-1
25616	8775	5177	50	222	-1
25617	1016	5169	1	1	-1
25618	4883	5169	50	1	-1
25619	4880	5170	50	2	-1
25620	5172	5171	1	3	-1
25621	5748	5171	6	2	-1
25622	6866	5216	10	9841	-1
25623	4878	5171	50	1	-1
25624	5175	5171	11	1	-1
25625	5454	5181	12	19	-1
25626	6088	5172	10	2	-1
25627	1015	5172	1	1	-1
25628	1312	5225	52	619	-1
25629	4875	5172	57	1	-1
25630	5157	5173	46	2	-1
25631	5316	5179	44	193	-1
25632	4750	5188	26	628	-1
25633	4872	5173	57	1	-1
25634	5747	5174	6	2	-1
25635	8990	5272	6	13890	-1
25636	5169	5175	1	3	-1
25637	6087	5175	10	2	-1
25638	1014	5175	1	1	-1
25639	4867	5175	57	1	-1
25640	5156	5175	1	1	-1
25641	5172	5175	11	1	-1
25642	4845	5227	12	808	-1
25643	4854	5180	57	28	-1
25644	4865	5176	50	1	-1
25645	5155	5176	46	1	-1
25646	5746	5177	6	1	-1
25647	6086	5178	10	2	-1
25648	1013	5178	1	1	-1
25649	5166	5179	1	2	-1
25650	4761	5186	50	205	-1
25651	5020	5179	50	1	-1
25652	5169	5179	11	1	-1
25653	1012	5181	1	2	-1
25654	5152	5180	46	1	-1
25655	5745	5180	6	1	-1
25656	6801	5183	57	7	-1
25657	1005	5182	1	1	-1
25658	5024	5182	50	1	-1
25659	5163	5183	1	3	-1
25660	5999	5244	16	10394	3
25661	1011	5184	1	2	-1
25662	5166	5183	11	1	-1
25663	5386	5183	12	1	-1
25664	5744	5183	6	1	-1
25665	8955	5306	10	25549	-1
25666	5028	5185	50	2	-1
25667	5149	5184	46	1	-1
25668	5385	5186	12	2	-1
25669	8739	5186	50	15	-1
25670	1010	5187	1	4	-1
25671	4734	5186	50	1	-1
25672	5046	5198	50	72	-1
25673	5160	5187	1	3	-1
25674	5163	5187	11	3	-1
25675	5743	5187	6	2	-1
25676	1003	5187	1	1	-1
25677	6182	5194	44	193	-1
25678	4735	5188	50	1	-1
25679	5146	5188	46	1	-1
25680	5380	5200	12	33	-1
25681	8971	5281	12	1812	-1
25682	1002	5190	1	2	-1
25683	4738	5193	50	9	-1
25684	5157	5191	1	3	-1
25685	5160	5191	11	3	-1
25686	5742	5190	6	1	-1
25687	8969	5282	52	635	-1
25688	1008	5192	1	2	-1
25689	5568	5191	10	1	-1
25690	1001	5192	1	1	-1
25691	9480	6424	26	1.08665e+006	-1
25692	4824	5217	57	186	-1
25693	5741	5193	6	1	-1
25694	319	5200	24	73	1
25695	703	5194	15	1	3
25696	999	5197	1	7	-1
25697	1006	5197	1	7	-1
25698	3388	5207	57	27	-1
25699	4988	5201	50	34	-1
25700	5154	5195	1	3	-1
25701	5157	5195	11	3	-1
25702	6257	5224	50	3752	-1
25703	6832	5208	12	91	-1
25704	4870	5198	50	31	-1
25705	5140	5196	46	1	-1
25706	5567	5196	10	1	-1
25707	5740	5196	6	1	-1
25708	5000	5198	57	11	-1
25709	6833	5206	52	22	-1
25710	4926	5198	50	3	-1
25711	5151	5199	1	3	-1
25712	5154	5199	11	3	-1
25713	4947	5199	50	10	-1
25714	5739	5199	6	1	-1
25715	6600	5200	22	3	-1
25716	8597	5206	44	193	-1
25717	4969	5200	50	18	-1
25718	5137	5200	46	1	-1
25719	5434	5201	11	2	-1
25720	5566	5201	10	2	-1
25721	6286	5224	57	201	-1
25722	1004	5207	57	35	-1
25723	4665	5208	50	15	-1
25724	4859	5203	57	14	-1
25725	7811	5264	50	9266	-1
25726	491	5562	16	274122	3
25727	997	5202	1	1	-1
25728	1004	5202	1	1	-1
25729	5148	5203	1	3	-1
25730	5151	5203	11	3	-1
25731	5431	5204	12	5	-1
25732	5927	5202	16	1	3
25733	5738	5203	6	1	-1
25734	6606	5223	22	49	-1
25735	1001	5210	1	11	-1
25736	1009	5209	11	18	-1
25737	4766	5207	50	55	-1
25738	5134	5204	46	1	-1
25739	7831	5491	30	1726	-1
25740	1015	5205	11	1	-1
25741	1237	5205	17	1	3
25742	1436	5212	44	193	-1
25743	3867	5207	27	5	-1
25744	4842	5205	50	8	-1
25745	5565	5206	10	2	-1
25746	5142	5211	1	14	-1
25747	5171	5248	11	297	-1
25748	5341	5252	11	2017	-1
25749	5737	5206	6	1	-1
25750	5131	5208	46	1	-1
25751	5736	5209	6	2	-1
25752	6839	5212	50	45	-1
25753	6586	5211	57	29	-1
25754	7786	5478	12	2156	-1
25755	1003	5212	17	12	3
25756	5564	5211	10	2	-1
25757	5735	5211	6	1	-1
25758	6594	5219	0	37	-1
25759	7785	5482	52	601	-1
25760	7783	5284	10	5411	-1
25761	5128	5212	46	1	-1
25762	6579	5226	40	55	-1
25763	6836	5213	10	5	-1
25764	1012	5259	16	1068	3
25765	5420	5214	12	3	-1
25766	5734	5213	6	1	-1
25767	6590	5238	20	455	-1
25768	9145	5213	50	1	-1
25769	993	5215	1	2	-1
25770	5233	5219	53	109	-1
25771	953	5255	16	1406	3
25772	1095	5215	11	2	-1
25773	3141	5250	12	190	-1
25774	5125	5216	46	2	-1
25775	5563	5216	10	2	-1
25776	5733	5215	6	1	-1
25777	8700	5222	44	172	-1
25778	9150	5215	32	1	-1
25779	998	5221	1	12	-1
25780	1043	5261	11	1014	-1
25781	1106	5216	11	5	-1
25782	7708	5290	10	11410	-1
25783	7870	5299	9	4095	-1
25784	9152	5216	50	1	-1
25785	1116	5217	11	7	-1
25786	3152	5217	50	1	-1
25787	6839	5224	44	193	-1
25788	7823	5224	44	193	-1
25789	786	5226	0	387	-1
25790	992	5219	1	3	-1
25791	1124	5218	11	5	-1
25792	3700	5245	12	260	-1
25793	7883	5238	50	1387	-1
25794	9157	5218	32	1	-1
25795	1132	5219	11	3	-1
25796	5122	5220	46	2	-1
25797	8744	5219	50	1	-1
25798	9159	5219	32	1	-1
25799	1140	5220	11	1	-1
25800	3702	5245	52	113	-1
25801	5562	5221	10	2	-1
25802	6606	5220	57	1	-1
25803	9162	5220	32	1	-1
25804	732	5221	57	3	-1
25805	3903	5228	44	193	-1
25806	4395	5221	4	1	-1
25807	5134	5222	1	3	-1
25808	5397	5228	12	92	-1
25809	9164	5221	32	1	-1
25810	991	5227	1	10	-1
25811	4392	5222	4	1	-1
25812	8278	5222	50	1	-1
25813	8749	5239	50	80	-1
25814	9166	5222	32	2	-1
25815	4389	5223	4	2	-1
25816	5119	5224	46	2	-1
25817	8280	5223	50	1	-1
25818	9169	5223	32	1	-1
25819	3935	5253	30	285	-1
25820	4367	5231	4	58	-1
25821	4665	5224	50	1	-1
25822	8283	5224	50	1	-1
25823	9171	5224	32	1	-1
25824	5131	5226	1	3	-1
25825	5561	5226	10	2	-1
25826	8285	5225	50	2	-1
25827	9174	5225	32	1	-1
25828	4986	5226	57	1	-1
25829	6595	5232	24	92	1
25830	8288	5226	50	1	-1
25831	9176	5226	32	1	-1
25832	4983	5227	57	2	-1
25833	5116	5228	46	2	-1
25834	8295	5229	50	17	-1
25835	9179	5227	32	1	-1
25836	3157	5231	50	18	-1
25837	4980	5228	57	2	-1
25838	9181	5228	32	1	-1
25839	278	5234	17	33	3
25840	4663	5229	50	1	-1
25841	4963	5233	57	80	-1
25842	5128	5230	1	3	-1
25843	9184	5229	32	1	-1
25844	5115	5230	1	1	-1
25845	5560	5231	10	2	-1
25846	7797	5232	50	5	-1
25847	8266	5233	10	6612	-1
25848	9186	5230	32	1	-1
25849	4662	5232	50	4	-1
25850	5114	5231	46	1	-1
25851	5195	5236	53	109	-1
25852	6116	5248	50	4148	-1
25853	9189	5231	32	1	-1
25854	6841	5238	50	62	-1
25855	8329	5233	32	2	-1
25856	9191	5232	32	1	-1
25857	5125	5234	1	2	-1
25858	990	5242	1	17	-1
25859	5112	5234	1	1	-1
25860	7907	5241	44	193	-1
25861	9196	5234	32	1	-1
25862	996	5239	1	9	-1
25863	1008	5235	17	1	3
25864	5110	5236	46	2	-1
25865	5559	5236	10	2	-1
25866	6277	5235	50	1	-1
25867	6523	5242	57	193	-1
25868	8328	5235	32	1	-1
25869	7964	5311	9	5550	-1
25870	1015	5245	17	76	3
25871	5122	5238	1	2	-1
25872	6276	5237	50	1	-1
25873	6474	5244	44	193	-1
25874	6583	5247	0	121	-1
25875	6833	5237	50	1	-1
25876	7736	5260	50	1896	-1
25877	8327	5238	32	2	-1
25878	748	5238	57	3	-1
25879	3145	5248	50	55	-1
25880	4344	5238	4	2	-1
25881	5109	5238	1	1	-1
25882	6560	5335	6	31716	-1
25883	7798	5240	50	4	-1
25884	754	5239	57	2	-1
25885	4341	5239	4	1	-1
25886	5107	5240	46	2	-1
25887	7023	5246	57	353	-1
25888	7936	5239	50	1	-1
25889	5558	5241	10	2	-1
25890	6583	5242	24	34	1
25891	8326	5241	50	2	-1
25892	5106	5242	1	2	-1
25893	5119	5242	1	2	-1
25894	6578	5243	57	5	-1
25895	7014	5234	6	20395	-1
25896	5210	5249	44	193	-1
25897	6274	5242	50	1	-1
25898	7940	5242	50	1	-1
25899	5104	5244	46	2	-1
25900	8325	5244	50	2	-1
25901	6273	5245	50	2	-1
25902	7944	5245	50	2	-1
25903	8337	5248	11	31	-1
25904	5103	5246	1	2	-1
25905	5117	5245	1	1	-1
25906	5557	5246	10	2	-1
25907	6614	5246	22	4	-1
25908	8630	5269	16	2831	3
25909	1228	5246	11	1	-1
25910	6273	5246	57	1	-1
25911	7947	5247	50	3	-1
25912	8324	5246	50	1	-1
25913	4989	5394	46	1603	-1
25914	6272	5247	50	1	-1
25915	7799	5247	50	1	-1
25916	1229	5248	11	1	-1
25917	4935	5276	57	115	-1
25918	5114	5249	1	2	-1
25919	8330	5248	32	1	-1
25920	4251	5255	24	129	1
25921	5100	5250	1	2	-1
25922	5287	5256	44	193	-1
25923	8323	5249	50	1	-1
25924	5556	5251	10	2	-1
25925	6584	5250	57	5	-1
25926	6616	5250	22	1	-1
25927	8329	5251	32	2	-1
25928	8507	5257	44	193	-1
25929	1230	5251	11	1	-1
25930	6270	5251	50	1	-1
25931	6595	5251	57	1	-1
25932	4259	5252	4	1	-1
25933	5111	5253	1	2	-1
