343
294	49462	-35394
295	2981	-15640
296	-24721	-15431
297	54987	31064
298	-27056	-17438
299	65649	2675
300	-13968	-10822
301	-30278	-17913
302	107051	-64118
303	70796	10026
304	63333	31698
305	-451	7523
306	109024	87986
307	16345	-43622
308	-15568	-3139
309	61198	37830
310	100104	72925
311	46878	-86470
312	85286	25340
313	-11458	-1233
314	57555	36428
315	25556	-90934
316	-24440	-12201
317	-5998	2604
318	-21861	-16335
319	7809	-89016
320	-5240	14114
321	50980	17336
322	63799	23488
323	-5631	-1515
324	56072	31400
325	-22865	-2653
326	-22788	-15883
327	-7940	19441
328	26084	-89214
329	-20273	-25858
330	-8870	-69580
331	98502	-77057
332	-1657	1164
333	-12420	-11928
334	89794	-88469
335	-19453	-11071
336	-16882	-24959
337	-18563	-7577
338	78589	-116728
339	35906	-18463
340	-22508	939
341	57896	13955
342	-13731	-1612
